cleaned_text,sentimen,text_without_stopwords,test_nltk,tokens
ini sih sudah sesat pikirannya sudah kdrt mulutnya lemas banget sampai ke level fitnah ya allah paling tidak suka sama orang yang belajar agama tetapi tersesat seperti begini,negatif,sih sesat pikirannya kdrt mulutnya lemas banget level fitnah allah paling suka sama orang belajar agama tersesat begini,sih sesat pikirannya kdrt mulutnya lemas banget level fitnah allah suka orang belajar agama tersesat,"['sih', 'sesat', 'pikirannya', 'kdrt', 'mulutnya', 'lemas', 'banget', 'level', 'fitnah', 'allah', 'paling', 'suka', 'sama', 'orang', 'belajar', 'agama', 'tersesat', 'begini']"
bahasa orang yang tulus mengingatkan tuh bukan ujug bilang tindakan orang sebagai sikap khianat tetapi percuma juga diskusi sama orang yang nganggap kdrt tidak menafkahi tanpa uzur syari fitnah istri berzina tanpa bukti hanya sebagai aib padahal jelas itu tindakan kriminal,negatif,bahasa orang tulus mengingatkan tuh bukan ujug bilang tindakan orang sikap khianat percuma diskusi sama orang nganggap kdrt menafkahi uzur syari fitnah istri berzina bukti aib padahal jelas tindakan kriminal,bahasa orang tulus tuh ujug bilang tindakan orang sikap khianat diskusi orang nganggap kdrt menafkahi uzur syari fitnah istri berzina bukti aib tindakan kriminal,"['bahasa', 'orang', 'tulus', 'mengingatkan', 'tuh', 'bukan', 'ujug', 'bilang', 'tindakan', 'orang', 'sikap', 'khianat', 'percuma', 'diskusi', 'sama', 'orang', 'nganggap', 'kdrt', 'menafkahi', 'uzur', 'syari', 'fitnah', 'istri', 'berzina', 'bukti', 'aib', 'padahal', 'jelas', 'tindakan', 'kriminal']"
at least kami mendengarkan sementara ketikanmu malah bisa menambah luka hati pengirim pesan senang ya menyakiti perasaan orang atau mungkin dimindsetmu menyebar aib keluarga itu adalah dosa yang lebih berat dibanding dosa lepas tanggung jawabkdrtmenuduh wanita berzina tanpa bukti,negatif,at least mendengarkan ketikanmu menambah luka hati pengirim pesan senang menyakiti perasaan orang mungkin dimindsetmu menyebar aib keluarga dosa lebih berat dibanding dosa lepas tanggung jawabkdrtmenuduh wanita berzina bukti,at least mendengarkan ketikanmu menambah luka hati pengirim pesan senang menyakiti perasaan orang dimindsetmu menyebar aib keluarga dosa berat dibanding dosa lepas tanggung jawabkdrtmenuduh wanita berzina bukti,"['at', 'least', 'mendengarkan', 'ketikanmu', 'menambah', 'luka', 'hati', 'pengirim', 'pesan', 'senang', 'menyakiti', 'perasaan', 'orang', 'mungkin', 'dimindsetmu', 'menyebar', 'aib', 'keluarga', 'dosa', 'lebih', 'berat', 'dibanding', 'dosa', 'lepas', 'tanggung', 'jawabkdrtmenuduh', 'wanita', 'berzina', 'bukti']"
mengagungkan seorang pelaku kdrt shame on kamu minimal kalau jadi manusia berakal dipakai akalnya bodoh,negatif,mengagungkan seorang pelaku kdrt shame on minimal manusia berakal dipakai akalnya bodoh,mengagungkan pelaku kdrt shame on minimal manusia berakal dipakai akalnya bodoh,"['mengagungkan', 'seorang', 'pelaku', 'kdrt', 'shame', 'on', 'minimal', 'manusia', 'berakal', 'dipakai', 'akalnya', 'bodoh']"
bodo banget ah anjing mengapa sih saya hobi banget kepentok gagang pintu sama spion lenganku lebam semua sudah kaya kena kdrt,negatif,bodo banget ah anjing sih hobi banget kepentok gagang pintu sama spion lenganku lebam kaya kena kdrt,bodo banget ah anjing sih hobi banget kepentok gagang pintu spion lenganku lebam kaya kena kdrt,"['bodo', 'banget', 'ah', 'anjing', 'sih', 'hobi', 'banget', 'kepentok', 'gagang', 'pintu', 'sama', 'spion', 'lenganku', 'lebam', 'kaya', 'kena', 'kdrt']"
saya saja yang sudah ada tabungan saja takut pernikahan ternyata seserem itu ya maharnya belum kalau cerai kdrt dan perceraian,negatif,tabungan takut pernikahan ternyata seserem maharnya cerai kdrt perceraian,tabungan takut pernikahan seserem maharnya cerai kdrt perceraian,"['tabungan', 'takut', 'pernikahan', 'ternyata', 'seserem', 'maharnya', 'cerai', 'kdrt', 'perceraian']"
saya kalau jadi pns tidak mau nikah lah saya tidak memenuhi standar sosial dan malas saja mau memenuhinya mana mo cerai susah anying harus ke atasan orang sini mah apa harus ada kdrt ada korban atau dilihatin langsung tuh benaran tuh orang rese,negatif,pns mau nikah lah memenuhi standar sosial malas mau memenuhinya mana mo cerai susah anying atasan orang sini apa kdrt ada korban dilihatin langsung tuh benaran tuh orang rese,pns nikah memenuhi standar sosial malas memenuhinya mo cerai susah anying atasan orang kdrt korban dilihatin langsung tuh benaran tuh orang rese,"['pns', 'mau', 'nikah', 'lah', 'memenuhi', 'standar', 'sosial', 'malas', 'mau', 'memenuhinya', 'mana', 'mo', 'cerai', 'susah', 'anying', 'atasan', 'orang', 'sini', 'apa', 'kdrt', 'ada', 'korban', 'dilihatin', 'langsung', 'tuh', 'benaran', 'tuh', 'orang', 'rese']"
dunia kok isinya kalau tidak ngewe ya selingkuh kalau tidak ya cerai kdrt anjinkkkk benar terlalu mengerikan untuk saya yang mau beranjak dewasa ini,negatif,dunia kok isinya ngewe selingkuh cerai kdrt anjinkkkk benar mengerikan mau beranjak dewasa,dunia isinya ngewe selingkuh cerai kdrt anjinkkkk mengerikan beranjak dewasa,"['dunia', 'kok', 'isinya', 'ngewe', 'selingkuh', 'cerai', 'kdrt', 'anjinkkkk', 'benar', 'mengerikan', 'mau', 'beranjak', 'dewasa']"
oh ya buat mba mba janda inisal hm yang suaminya judol kdrt punya pacar even sudah nikah kata saya sih mampus hidup saya sudah bahagia dengan adanya kehadiran kamu untuk mencoba menghubungi saya kebahagiaan saya yang sesaat ini bisa langsung sirna,negatif,buat mba mba janda inisal hm suaminya judol kdrt punya pacar even nikah kata sih mampus hidup bahagia adanya kehadiran mencoba menghubungi kebahagiaan sesaat langsung sirna,oh mba mba janda inisal hm suaminya judol kdrt pacar even nikah sih mampus hidup bahagia kehadiran mencoba menghubungi kebahagiaan langsung sirna,"['buat', 'mba', 'mba', 'janda', 'inisal', 'hm', 'suaminya', 'judol', 'kdrt', 'punya', 'pacar', 'even', 'nikah', 'kata', 'sih', 'mampus', 'hidup', 'bahagia', 'adanya', 'kehadiran', 'mencoba', 'menghubungi', 'kebahagiaan', 'sesaat', 'langsung', 'sirna']"
paling tidak bisa dicurhati soal kdrt again perempuan yang tidak berdaya paling rentan apalagi kalau ada anak mau cerai takut hidup anaknya tidak terjamin mau ditinggal sama bapaknya juga takut tidak terurus mau bertahan fisik dan mental sakit hilang di bermuda saja pelaku kdrt ni,negatif,paling dicurhati soal kdrt again perempuan berdaya paling rentan anak mau cerai takut hidup anaknya terjamin mau ditinggal sama bapaknya takut terurus mau bertahan fisik mental sakit hilang bermuda pelaku kdrt ni,dicurhati kdrt again perempuan berdaya rentan anak cerai takut hidup anaknya terjamin ditinggal bapaknya takut terurus bertahan fisik mental sakit hilang bermuda pelaku kdrt ni,"['paling', 'dicurhati', 'soal', 'kdrt', 'again', 'perempuan', 'berdaya', 'paling', 'rentan', 'anak', 'mau', 'cerai', 'takut', 'hidup', 'anaknya', 'terjamin', 'mau', 'ditinggal', 'sama', 'bapaknya', 'takut', 'terurus', 'mau', 'bertahan', 'fisik', 'mental', 'sakit', 'hilang', 'bermuda', 'pelaku', 'kdrt', 'ni']"
tidak bisa bayangkan kalau kakaknya amit amit benaran nikah sama tuh laki setiap kali ada masalah rumah tangga disuruh jaga aib terus kali ya amit amit lakinya sampai kdrt pun pasti tetap tidak boleh tuh disuruh cerai,negatif,bayangkan kakaknya amit amit benaran nikah sama tuh laki kali masalah rumah tangga disuruh jaga aib terus kali amit amit lakinya kdrt pasti tetap boleh tuh disuruh cerai,bayangkan kakaknya amit amit benaran nikah tuh laki kali rumah tangga disuruh jaga aib kali amit amit lakinya kdrt tuh disuruh cerai,"['bayangkan', 'kakaknya', 'amit', 'amit', 'benaran', 'nikah', 'sama', 'tuh', 'laki', 'kali', 'masalah', 'rumah', 'tangga', 'disuruh', 'jaga', 'aib', 'terus', 'kali', 'amit', 'amit', 'lakinya', 'kdrt', 'pasti', 'tetap', 'boleh', 'tuh', 'disuruh', 'cerai']"
tidak ada kata toleran selingkuh kdrt tinggalin,negatif,ada kata toleran selingkuh kdrt tinggalin,toleran selingkuh kdrt tinggalin,"['ada', 'kata', 'toleran', 'selingkuh', 'kdrt', 'tinggalin']"
apaan sih orang cuma mau dipakai kok malah kdrt sih cuma numpang celup doang kok malah nyiksa orang seperti bukan manusiawi sih ini buat orang jadi jelek ngenyontohhin generasi ke generasi jadi tidak baik lantaran jarang sehati sejalan buat sejodoh maksa amat sih buang kontol sih,negatif,apaan sih orang cuma mau dipakai kok kdrt sih cuma numpang celup doang kok nyiksa orang bukan manusiawi sih buat orang jelek ngenyontohhin generasi generasi baik lantaran jarang sehati sejalan buat sejodoh maksa sih buang kontol sih,sih orang dipakai kdrt sih numpang celup doang nyiksa orang manusiawi sih orang jelek ngenyontohhin generasi generasi lantaran jarang sehati sejalan sejodoh maksa sih buang kontol sih,"['apaan', 'sih', 'orang', 'cuma', 'mau', 'dipakai', 'kok', 'kdrt', 'sih', 'cuma', 'numpang', 'celup', 'doang', 'kok', 'nyiksa', 'orang', 'bukan', 'manusiawi', 'sih', 'buat', 'orang', 'jelek', 'ngenyontohhin', 'generasi', 'generasi', 'baik', 'lantaran', 'jarang', 'sehati', 'sejalan', 'buat', 'sejodoh', 'maksa', 'sih', 'buang', 'kontol', 'sih']"
ternyata memang banyak orang tua toksik dan gendeng pantas banyak kdrt,negatif,ternyata banyak orang tua toksik gendeng pantas banyak kdrt,orang tua toksik gendeng kdrt,"['ternyata', 'banyak', 'orang', 'tua', 'toksik', 'gendeng', 'pantas', 'banyak', 'kdrt']"
memang makin ke sini makin banyak cowok stres dan kdrt pas sudah nikah jadi buat yang belum nikah benaran hati hati deh kalau sudah kdrt makhir tinggalin,negatif,makin sini makin banyak cowok stres kdrt pas nikah buat nikah benaran hati hati kdrt makhir tinggalin,cowok stres kdrt pas nikah nikah benaran hati hati kdrt makhir tinggalin,"['makin', 'sini', 'makin', 'banyak', 'cowok', 'stres', 'kdrt', 'pas', 'nikah', 'buat', 'nikah', 'benaran', 'hati', 'hati', 'kdrt', 'makhir', 'tinggalin']"
maaf mas ku kiram kamu baguslooking ternyata tidak mengapa bisanya tega kdrt dan merasa superior mas tolong,negatif,maaf mas ku kiram baguslooking ternyata mengapa bisanya tega kdrt merasa superior mas,maaf mas ku kiram baguslooking bisanya tega kdrt superior mas tolong,"['maaf', 'mas', 'ku', 'kiram', 'baguslooking', 'ternyata', 'mengapa', 'bisanya', 'tega', 'kdrt', 'merasa', 'superior', 'mas']"
suamimu yang kdrt kok yang disalahin hua zhi gegara tidak mau nyerahin dayangnya ke kamu buat dijadiin selirnya suamimu aneh,negatif,suamimu kdrt kok disalahin hua zhi gegara mau nyerahin dayangnya buat dijadiin selirnya suamimu aneh,suamimu kdrt disalahin hua zhi gegara nyerahin dayangnya dijadiin selirnya suamimu aneh,"['suamimu', 'kdrt', 'kok', 'disalahin', 'hua', 'zhi', 'gegara', 'mau', 'nyerahin', 'dayangnya', 'buat', 'dijadiin', 'selirnya', 'suamimu', 'aneh']"
taiiiiiiiiikkkk selingkuh saja disuruh tutupin besok kalau kamu lebamggr dia selingkuh terus kdrt tetap disuruh maafin juga begitu orang tua kamu juga kebawa gakk beres,negatif,taiiiiiiiiikkkk selingkuh disuruh tutupin besok lebamggr selingkuh terus kdrt tetap disuruh maafin orang tua kebawa gakk beres,taiiiiiiiiikkkk selingkuh disuruh tutupin besok lebamggr selingkuh kdrt disuruh maafin orang tua kebawa gakk beres,"['taiiiiiiiiikkkk', 'selingkuh', 'disuruh', 'tutupin', 'besok', 'lebamggr', 'selingkuh', 'terus', 'kdrt', 'tetap', 'disuruh', 'maafin', 'orang', 'tua', 'kebawa', 'gakk', 'beres']"
psiko apa anjir kamu tidak lihat noh kelakuan cowok skarang kebanyakan pada keq anak buah dakjal kalau tidak ngebunuh kdrt or selingkuhhhh mulu sudah dikasih hati kebanyakan minta jantung insecure dari mananya hahh,negatif,psiko apa lihat noh kelakuan cowok skarang kebanyakan keq anak buah dakjal ngebunuh kdrt or selingkuhhhh mulu dikasih hati kebanyakan minta jantung insecure mananya hahh,psiko lihat noh kelakuan cowok skarang kebanyakan keq anak buah dakjal ngebunuh kdrt or selingkuhhhh mulu dikasih hati kebanyakan jantung insecure mananya hahh,"['psiko', 'apa', 'lihat', 'noh', 'kelakuan', 'cowok', 'skarang', 'kebanyakan', 'keq', 'anak', 'buah', 'dakjal', 'ngebunuh', 'kdrt', 'or', 'selingkuhhhh', 'mulu', 'dikasih', 'hati', 'kebanyakan', 'minta', 'jantung', 'insecure', 'mananya', 'hahh']"
kak jangan sampai goyah ya tidak kebayang kalau kamu nikah terus dia kdrt malah dibela sama mamamu,negatif,kak jangan goyah kebayang nikah terus kdrt dibela sama mamamu,kak goyah kebayang nikah kdrt dibela mamamu,"['kak', 'jangan', 'goyah', 'kebayang', 'nikah', 'terus', 'kdrt', 'dibela', 'sama', 'mamamu']"
ini si mhj perempuan penyembah dukun lagi tidak ngeprank media kan tidak seperti artis indonesia yang suami istri itu dateng ke kantor polisi dengan laporan kdrt tetapi sekarang tuh suami istri sudah cerai sih kalau iyah mhj ini ngeprank parah banget sudah kronis,negatif,si mhj perempuan penyembah dukun ngeprank media kan seperti artis indonesia suami istri dateng kantor polisi laporan kdrt sekarang tuh suami istri cerai sih iyah mhj ngeprank parah banget kronis,si mhj perempuan penyembah dukun ngeprank media artis indonesia suami istri dateng kantor polisi laporan kdrt tuh suami istri cerai sih iyah mhj ngeprank parah banget kronis,"['si', 'mhj', 'perempuan', 'penyembah', 'dukun', 'ngeprank', 'media', 'kan', 'seperti', 'artis', 'indonesia', 'suami', 'istri', 'dateng', 'kantor', 'polisi', 'laporan', 'kdrt', 'sekarang', 'tuh', 'suami', 'istri', 'cerai', 'sih', 'iyah', 'mhj', 'ngeprank', 'parah', 'banget', 'kronis']"
dunia makin lama dilihat makin menyeramkan ya selingkuh kdrt pelangi ckckck,negatif,dunia makin lama dilihat makin menyeramkan selingkuh kdrt pelangi ckckck,dunia menyeramkan selingkuh kdrt pelangi ckckck,"['dunia', 'makin', 'lama', 'dilihat', 'makin', 'menyeramkan', 'selingkuh', 'kdrt', 'pelangi', 'ckckck']"
tl saya isinya kebanyakan kdrt selingkuh horor jadi takut nikah saya,negatif,tl isinya kebanyakan kdrt selingkuh horor takut nikah,tl isinya kebanyakan kdrt selingkuh horor takut nikah,"['tl', 'isinya', 'kebanyakan', 'kdrt', 'selingkuh', 'horor', 'takut', 'nikah']"
dihh muka seperti begini tuh mengapa demen banget selingkuh sama kdrt sihh idihhh najis banget,negatif,dihh muka begini tuh demen banget selingkuh sama kdrt sihh idihhh najis banget,dihh muka tuh demen banget selingkuh kdrt sihh idihhh najis banget,"['dihh', 'muka', 'begini', 'tuh', 'demen', 'banget', 'selingkuh', 'sama', 'kdrt', 'sihh', 'idihhh', 'najis', 'banget']"
tetapi tidak tega banget rabbit bwabwabwa ini disamain sama tukang selingkuh kdrt tolol ini maap ya rabbit tadi spontan banget,negatif,tega banget rabbit bwabwabwa disamain sama tukang selingkuh kdrt tolol maap rabbit tadi spontan banget,tega banget rabbit bwabwabwa disamain tukang selingkuh kdrt tolol maap rabbit spontan banget,"['tega', 'banget', 'rabbit', 'bwabwabwa', 'disamain', 'sama', 'tukang', 'selingkuh', 'kdrt', 'tolol', 'maap', 'rabbit', 'tadi', 'spontan', 'banget']"
aowkaokqoakawoakowk mirip banget maap khusus pelakor kdrt halal buat dibody swimming soalnya tolol mampuy,negatif,aowkaokqoakawoakowk mirip banget maap khusus pelakor kdrt halal buat dibody swimming soalnya tolol mampuy,aowkaokqoakawoakowk banget maap khusus pelakor kdrt halal dibody swimming tolol mampuy,"['aowkaokqoakawoakowk', 'mirip', 'banget', 'maap', 'khusus', 'pelakor', 'kdrt', 'halal', 'buat', 'dibody', 'swimming', 'soalnya', 'tolol', 'mampuy']"
kasus kdrt saja yang kmrena ja tidak di tanggapin tunggu mati dulu korbannya hadeh,negatif,kasus kdrt kmrena ja tanggapin tunggu mati dulu korbannya hadeh,kdrt kmrena ja tanggapin tunggu mati korbannya hadeh,"['kasus', 'kdrt', 'kmrena', 'ja', 'tanggapin', 'tunggu', 'mati', 'dulu', 'korbannya', 'hadeh']"
mengapa sih cowoknya yang selingkuh tetapi malah dia yang lebih galak ke istri posisi dia salah lohh anjir kok masih bisanya nglakuin kdrt anying mana muka jelek banget wkwkwkwk,negatif,sih cowoknya selingkuh lebih galak istri posisi salah lohh kok bisanya nglakuin kdrt anying mana muka jelek banget wkwkwkwk,sih cowoknya selingkuh galak istri posisi salah lohh bisanya nglakuin kdrt anying muka jelek banget wkwkwkwk,"['sih', 'cowoknya', 'selingkuh', 'lebih', 'galak', 'istri', 'posisi', 'salah', 'lohh', 'kok', 'bisanya', 'nglakuin', 'kdrt', 'anying', 'mana', 'muka', 'jelek', 'banget', 'wkwkwkwk']"
ada suami selingkuh nyolot lalu kdrt ke istrinya di depan anaknya pas lihat mukanya langsung istighfar tidak pernah bilang orang jelek tetapi ini tidak ketolong well ditambah kelakuannya biadab kok ada yang mau sih tidak kebayang ciuman rasanya bagaimana well,negatif,suami selingkuh nyolot lalu kdrt istrinya depan anaknya pas lihat mukanya langsung istighfar pernah bilang orang jelek ketolong well ditambah kelakuannya biadab kok mau sih kebayang ciuman rasanya bagaimana well,suami selingkuh nyolot kdrt istrinya anaknya pas lihat mukanya langsung istighfar bilang orang jelek ketolong well ditambah kelakuannya biadab sih kebayang ciuman well,"['suami', 'selingkuh', 'nyolot', 'lalu', 'kdrt', 'istrinya', 'depan', 'anaknya', 'pas', 'lihat', 'mukanya', 'langsung', 'istighfar', 'pernah', 'bilang', 'orang', 'jelek', 'ketolong', 'well', 'ditambah', 'kelakuannya', 'biadab', 'kok', 'mau', 'sih', 'kebayang', 'ciuman', 'rasanya', 'bagaimana', 'well']"
plis kalau belum siap jangan nikah sudah kamu kesel saya dikampung sangat menormalisasikan nikah muda lalu bangga begitu alhasil anak hamidun kerja tidak jelas ngerepotin orang bikin masalah kdrt segala tiap hari ada saja ributnya jir buat makan saja susah tetapi buat rokok sama narka bisa ew,negatif,plis siap jangan nikah kesel dikampung sangat menormalisasikan nikah muda lalu bangga alhasil anak hamidun kerja jelas ngerepotin orang bikin masalah kdrt segala hari ributnya jir buat makan susah buat rokok sama narka ew,plis nikah kesel dikampung menormalisasikan nikah muda bangga alhasil anak hamidun kerja ngerepotin orang bikin kdrt ributnya jir makan susah rokok narka ew,"['plis', 'siap', 'jangan', 'nikah', 'kesel', 'dikampung', 'sangat', 'menormalisasikan', 'nikah', 'muda', 'lalu', 'bangga', 'alhasil', 'anak', 'hamidun', 'kerja', 'jelas', 'ngerepotin', 'orang', 'bikin', 'masalah', 'kdrt', 'segala', 'hari', 'ributnya', 'jir', 'buat', 'makan', 'susah', 'buat', 'rokok', 'sama', 'narka', 'ew']"
kamu sudah jelek selingkuh kdrt pula hadeh,negatif,jelek selingkuh kdrt hadeh,jelek selingkuh kdrt hadeh,"['jelek', 'selingkuh', 'kdrt', 'hadeh']"
hari perselingkuhan dalam pernikahan dan mengapaaa cowoknya semua jelekkkk seperti kamu teh butuh validasi apaa bagaimana anj hah kalau jelek minimal berakhlak seperti goblog bisa nya sudah jelek selingkuh kdrt seperti njz banget ceweknya juga tolol mau ama laki begini sama saja kamu berdua,negatif,hari perselingkuhan pernikahan mengapaaa cowoknya jelekkkk teh butuh validasi apaa bagaimana anj hah jelek minimal berakhlak goblog nya jelek selingkuh kdrt njz banget ceweknya tolol mau ama laki begini sama berdua,perselingkuhan pernikahan mengapaaa cowoknya jelekkkk teh butuh validasi apaa anj hah jelek minimal berakhlak goblog nya jelek selingkuh kdrt njz banget ceweknya tolol ama laki berdua,"['hari', 'perselingkuhan', 'pernikahan', 'mengapaaa', 'cowoknya', 'jelekkkk', 'teh', 'butuh', 'validasi', 'apaa', 'bagaimana', 'anj', 'hah', 'jelek', 'minimal', 'berakhlak', 'goblog', 'nya', 'jelek', 'selingkuh', 'kdrt', 'njz', 'banget', 'ceweknya', 'tolol', 'mau', 'ama', 'laki', 'begini', 'sama', 'berdua']"
